Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Display_Station_Name,Display_Station_Latitude,Display_Station_Longitude,Displaying_Male_Number
P03-5,33.176,-4.021,P03-5,21/05/2008 06:42:00,33.1755,-4.02089,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1b,23/05/2008 06:01:00,33.15829,-4.02029,NULL,NULL,NULL,1
P05-6,33.180,-4.015,P05-6,2/6/2011 6:06,33.17974,-4.01499,NULL,NULL,NULL,1
P04-D,33.194,-3.962,P04D,3/6/2011 6:20,33.19364,-3.96159,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1,27/05/2008 06:15:00,33.31854,-3.76261,NULL,NULL,NULL,1
P04-C,33.221,-3.950,P04c,27/05/2008 06:24:00,33.22089,-3.95048,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01C,28/05/2008 05:58:00,33.28568,-3.82545,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4M06,23/01/2013 08:21:18,33.30957,-3.84595,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4M03,29/01/2013 08:16:06,33.25193,-3.89312,D02M03,33.25377,-3.89286,1
P12-6,33.323,-3.884,P12-6M14,29/01/2013 08:17:00,33.32312,-3.88449,D03M14,33.30564,-3.87589,1
P11-3,33.281,-3.863,P11-3M04,5/2/2013 8:27,33.28108,-3.86343,D05M04,33.27449,-3.87904,1
P09-6,33.271,-3.931,P09-6M11,6/2/2013 7:30,33.27124,-3.9315,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7M20,8/2/2013 8:10,33.25451,-3.99272,NULL,NULL,NULL,1
P08-D,33.226,-3.870,P08DM03,13/02/2013 07:04:00,33.22619,-3.86976,NULL,NULL,NULL,1
P08-5,33.243,-3.936,P08-5M17,16/02/2013 06:56:55,33.24333,-3.93573,D07M17,33.24169,-3.9429,1
P13-5,33.342,-3.821,P13-5M03,20/02/2013 07:44:11,33.342,-3.82083,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9M17,20/02/2013 08:29:53,33.23574,-4.03175,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2M04,21/02/2013 07:13:53,33.16953,-3.91235,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05CM04,28/02/2013 07:06:05,33.23214,-3.96541,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4M04,8/3/2013 7:25,33.2056,-3.94087,NULL,NULL,NULL,1
P08-5,33.243,-3.936,P08-5M05,9/3/2013 7:41,33.24328,-3.93552,D02M05,33.23743,-3.93257,1
P03-2,33.131,-3.977,P03-2M30,15/03/2013 06:56:19,33.13055,-3.97685,D10M30,33.13602,-3.98614,1
P11-3,33.281,-3.863,P11-3M17,18/03/2013 07:24:18,33.28109,-3.86342,D13M17,33.2801,-3.86901,1
P03-4,33.160,-4.007,P03-4M20,18/03/2013 07:31:57,33.16034,-4.00696,D99M20,33.14962,-3.99515,1
P05-8,33.203,-4.046,P05-8M20,19/03/2013 07:02:05,33.20322,-4.04595,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8M17,20/03/2013 06:50:04,33.30268,-3.94776,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4M25,20/03/2013 07:31:51,33.30953,-3.84621,NULL,NULL,NULL,1
P07D,33.269,-3.884,P07D-M11,29/03/2013 06:18:17,33.26896,-3.88434,D14M11,33.27116,-3.88279,1
P08-1,33.204,-3.864,P081M11,22/01/2013 07:11:54,33.20402,-3.86448,NULL,NULL,NULL,1
P11-2,33.269,-3.846,P112M14,22/01/2013 07:36:31,33.2686,-3.84599,NULL,NULL,NULL,1
P10-9,33.311,-3.967,P10-9M14,23/01/2013 08:58:20,33.31143,-3.96744,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02CM14,29/01/2013 07:36:04,33.29459,-3.84074,D02M14,33.30454,-3.8472,1
P06-8,33.242,-4.022,P06-8M04,29/01/2013 08:19:00,33.24199,-4.02244,NULL,NULL,NULL,1
P10-7,33.298,-3.967,P10-7M20,31/01/2013 07:44:28,33.29785,-3.96652,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3M20,5/2/2013 7:43,33.17236,-3.93711,NULL,NULL,NULL,1
P04-2,33.145,-3.936,P04-2M25,2/4/2013 6:16,33.14469,-3.93642,NULL,NULL,NULL,1
P09-3,33.243,-3.875,P09-3M30,4/4/2013 7:07,33.24266,-3.87468,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1M14,10/4/2013 5:47,33.19588,-3.87635,D15M14,33.20467,-3.88946,1
P06-8,33.242,-4.022,P06-8M04,10/4/2013 6:59,33.24202,-4.0225,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,P03-5BM11,11/4/2013 5:57,33.16253,-4.08174,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8M25,12/2/2013 8:27,33.30264,-3.94773,NULL,NULL,NULL,1
P10-7,33.298,-3.967,P10-7M25,14/02/2013 07:20:29,33.29784,-3.96672,NULL,NULL,NULL,1
P04-8,33.202,-4.033,P04-8M05,20/02/2013 07:35:56,33.20258,-4.03319,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4M04,21/02/2013 07:54:36,33.17584,-3.95846,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03-DM04,22/02/2013 07:03:51,33.19299,-3.99374,NULL,NULL,NULL,1
P07-5,33.235,-3.948,P07-5M04,27/02/2013 08:00:27,33.2349,-3.94802,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5M20,1/3/2013 7:12,33.17551,-4.02089,NULL,NULL,NULL,1
P01-D,33.135,-3.954,P01D-M20,2/3/2013 6:46,33.13509,-3.95392,D011M20,33.15035,-3.9688,1
P09-4,33.252,-3.893,P09-4M03,8/3/2013 7:39,33.25188,-3.89298,D24M03,33.25415,-3.89269,1
P03-1B,33.158,-4.020,P03-1BM25,9/3/2013 6:40,33.1583,-4.02023,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7M06,9/3/2013 8:06,33.23024,-4.00459,NULL,NULL,NULL,1
P08-C,33.207,-3.982,P08-CM30,13/03/2013 06:57:13,33.20717,-3.98212,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03-DM30,13/03/2013 07:25:59,33.19307,-3.99385,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2M04,14/03/2013 06:45:58,33.21037,-3.88958,D23M04,33.21535,-3.89685,1
P07-1,33.196,-3.876,P07-1M11,1/4/2015 6:57,33.19583,-3.87635,NULL,NULL,NULL,1
P13-4,33.334,-3.801,P13-4M17,7/4/2015 6:34,33.33417,-3.80137,NULL,NULL,NULL,1
P09-3,33.243,-3.875,P09-3M25,9/4/2015 6:48,33.24265,-3.87469,D08M25,33.23764,-3.88237,1
P11-2,33.269,-3.846,P11-2M17,18/03/2013 06:55:37,33.2686,-3.84597,D12M17,33.26435,-3.83923,1
P02-5,33.146,-4.041,P02-5M17,22/03/2013 07:37:29,33.1462,-4.04136,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5M17,26/03/2013 06:00:52,33.18114,-3.97947,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1M25,11/4/2015 6:50,33.31855,-3.76261,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9M30,13/04/2015 06:43:00,33.21892,-4.06238,NULL,NULL,NULL,1
P02-5,33.146,-4.041,P02-5M14,16/04/2015 07:38:00,33.14616,-4.04126,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7M06,16/04/2015 07:39:00,33.26989,-3.97117,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3,18/01/2010 07:50:00,33.11964,-4.008,NULL,NULL,NULL,1
P05-1,33.167,-3.891,P05-1,2/2/2010 15:54,33.16659,-3.89124,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3,2/2/2010 16:24,33.17236,-3.93711,NULL,NULL,NULL,1
P13-4,33.334,-3.801,P13-4,3/2/2010 8:08,33.33416,-3.80139,NULL,NULL,NULL,1
P04-4,33.166,-3.973,P04-4,4/2/2010 8:19,33.16576,-3.97293,NULL,NULL,NULL,1
P11-5,33.304,-3.905,P11-5,4/2/2010 8:20,33.304,-3.90548,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5,4/2/2010 8:39,33.17586,-3.9908,NULL,NULL,NULL,1
P08-3,33.226,-3.901,P08-3,5/2/2010 8:46,33.22589,-3.90139,NULL,NULL,NULL,1
P07-6,33.246,-3.965,P07-6,12/2/2010 7:10,33.24637,-3.9645,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,17/02/2010 06:58:00,33.25445,-3.8293,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4,17/02/2010 08:30:00,33.2056,-3.94079,NULL,NULL,NULL,1
P09-1,33.228,-3.835,P09-1,18/02/2010 07:03:00,33.22805,-3.83545,NULL,NULL,NULL,1
P04-3,33.156,-3.955,P04-3,23/02/2010 07:57:00,33.15564,-3.95461,NULL,NULL,NULL,1
P04-8,33.202,-4.033,P04-8,24/02/2010 08:15:00,33.20248,-4.03304,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9,24/02/2010 08:37:00,33.21895,-4.06241,NULL,NULL,NULL,1
P09-6,33.271,-3.931,P09-6,24/02/2010 17:25:00,33.27127,-3.93145,10P01CLA,33.2827,-3.92168,1
P05-8,33.203,-4.046,P05-8,26/02/2010 07:21:00,33.20322,-4.04595,10P05A,33.20883,-4.05182,1
P05-8,33.203,-4.046,P05-8,26/02/2010 07:21:00,33.20322,-4.04595,10P06A,33.21278,-4.05396,1
P03-4B,33.180,-4.076,P03-4B,26/02/2010 08:12:00,33.18039,-4.07642,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2,1/3/2010 8:10,33.21649,-3.88286,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3,15/01/2009 08:48:00,33.21661,-3.91157,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1B,22/01/2009 07:24:00,33.15829,-4.02029,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5,24/01/2009 08:11:00,33.1755,-4.02089,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2,3/3/2010 7:05,33.23379,-3.85593,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,P03-5B,9/3/2010 6:33,33.16251,-4.08175,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01C,11/3/2010 6:42,33.28568,-3.82545,A005,33.28493,-3.82998,1
P01-C,33.286,-3.825,P01C,11/3/2010 6:42,33.28568,-3.82545,10P09A,33.29239,-3.8242,1
P03-2,33.131,-3.977,P03-2,17/03/2010 07:38:00,33.13055,-3.97684,10P20LC,33.14517,-3.9643,1
P03-2,33.131,-3.977,P03-2,17/03/2010 07:38:00,33.13055,-3.97684,10P19LC,33.14056,-3.97049,1
P10-8,33.303,-3.948,P10-8,17/03/2010 08:18:00,33.30266,-3.94775,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2,18/03/2010 06:54:00,33.23379,-3.85593,10P13A,33.24404,-3.86549,1
P05-4,33.176,-3.959,P05-4,18/03/2010 08:29:00,33.17586,-3.95855,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1,22/03/2010 06:15:00,33.10033,-3.96792,NULL,NULL,NULL,1
P02-2,33.110,-3.988,P02-2,22/03/2010 06:40:00,33.10997,-3.98805,10P05Q,33.10972,-3.9907,1
P02-4,33.133,-4.024,P02-4,23/03/2010 06:33:00,33.13312,-4.02376,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,23/03/2010 07:56:00,33.28004,-3.94882,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5,24/03/2010 06:26:00,33.1755,-4.02089,NULL,NULL,NULL,1
P04-6,33.184,-4.004,P04-6,24/03/2010 08:38:00,33.18443,-4.00404,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1,29/01/2009 07:10:00,33.10033,-3.96792,NULL,NULL,NULL,1
P09-1,33.228,-3.835,P09-1,10/2/2009 7:00,33.22805,-3.83545,NULL,NULL,NULL,1
P11-4,33.295,-3.882,P11-4,10/2/2009 8:16,33.29457,-3.88211,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4,12/2/2009 8:08,33.2056,-3.94079,NULL,NULL,NULL,1
P12-3,33.304,-3.824,P12-3,31/03/2010 07:27:00,33.30424,-3.8242,10P09G,33.30746,-3.81839,1
P04-4,33.166,-3.973,P04-4,1/4/2010 5:58,33.16576,-3.97293,10P03AJ,33.17132,-3.97642,1
P04-4,33.166,-3.973,P04-4,1/4/2010 5:58,33.16576,-3.97293,10P02AJ,33.16183,-3.96761,1
P02-1,33.100,-3.968,P02-1,1/4/2010 6:08,33.10033,-3.96792,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1B,12/2/2009 7:05,33.15829,-4.02029,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4,24/02/2009 07:30:00,33.25192,-3.89307,09P02P,33.23788,-3.90633,1
P09-4,33.252,-3.893,P09-4,24/02/2009 07:30:00,33.25192,-3.89307,09P16D,33.25362,-3.89288,1
P05-2,33.170,-3.912,P05-2,24/02/2009 07:41:00,33.16954,-3.91237,09P31D,33.19624,-3.9252,1
P05-2,33.170,-3.912,P05-2,24/02/2009 07:41:00,33.16954,-3.91237,09P30D,33.16566,-3.92138,1
P05-2,33.170,-3.912,P05-2,24/02/2009 07:41:00,33.16954,-3.91237,09P02B,33.17714,-3.91195,1
P05-3,33.172,-3.937,P05-3,25/02/2009 06:38:00,33.17236,-3.93711,09P29D,33.17406,-3.93319,1
P05-3,33.172,-3.937,P05-3,25/02/2009 06:38:00,33.17236,-3.93711,09P35D,33.16782,-3.95574,1
P05-3,33.172,-3.937,P05-3,25/02/2009 06:38:00,33.17236,-3.93711,09P34D,33.18438,-3.94239,1
P06-3,33.202,-3.919,P06-3,25/02/2009 08:40:00,33.2023,-3.91902,09P16S,33.208,-3.91346,1
P02-C,33.295,-3.841,P02C,14/04/2010 06:16:00,33.29458,-3.84073,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3,27/02/2009 07:52:00,33.11964,-4.008,09P20P,33.13459,-3.99375,1
P02-3,33.120,-4.008,P02-3,27/02/2009 07:52:00,33.11964,-4.008,09P26R,33.11024,-3.97785,1
P02-3,33.120,-4.008,P02-3,27/02/2009 07:52:00,33.11964,-4.008,09P24R,33.14135,-4.00352,1
P02-3,33.120,-4.008,P02-3,27/02/2009 07:52:00,33.11964,-4.008,09P21D,33.13275,-4.00408,1
P03-5,33.176,-4.021,P03-5,5/3/2009 7:00,33.1755,-4.02089,NULL,NULL,NULL,1
P05-6,33.180,-4.015,P05-6,5/3/2009 16:35,33.17974,-4.01499,09P10N,33.17797,-4.00895,1
P13-4,33.334,-3.801,P13-4,6/3/2009 8:36,33.33416,-3.80139,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1,20/04/2010 05:50:00,33.25445,-3.8293,NULL,NULL,NULL,1
P12-2,33.298,-3.804,P12-2M06,17/04/2013 06:03:07,33.29775,-3.8035,D09M06,33.29812,-3.80288,1
P12-4,33.310,-3.846,P12-4M06,17/04/2013 06:50:22,33.30964,-3.84591,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1M25,19/04/2013 05:35:20,33.19617,-3.8763,NULL,NULL,NULL,1
P08-4,33.234,-3.917,P08-4M17,28/03/2013 06:03:08,33.23358,-3.91745,NULL,NULL,NULL,1
P02-D,33.157,-3.922,P02DM25,4/4/2013 7:36,33.15718,-3.92251,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,P03-2BM11,10/4/2013 6:38,33.16835,-4.04417,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4BM11,10/4/2013 7:03,33.1803,-4.07652,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,4/5/2010 6:29,33.28004,-3.94882,NULL,NULL,NULL,1
P07D,33.269,-3.884,P07DM06,15/04/2013 06:17:15,33.26895,-3.88435,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1M10,17/04/2013 06:15:51,33.10033,-3.96801,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7M05,10/5/2013 6:55,33.23024,-4.0046,NULL,NULL,NULL,1
P12-2,33.298,-3.804,P12-2M14,15/05/2013 05:35:00,33.29775,-3.80351,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4B,16/05/2013 06:22:00,33.18036,-4.07652,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7M11,21/05/2013 05:41:00,33.28005,-3.94885,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8M05,25/04/2013 06:33:31,33.20303,-4.04581,NULL,NULL,NULL,1
P10-6,33.291,-3.930,P10-6M25,2/5/2013 5:52,33.29098,-3.93051,NULL,NULL,NULL,1
P12-2,33.298,-3.804,P12-2M11,2/5/2013 5:52,33.29776,-3.80352,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9,5/5/2010 6:40,33.21895,-4.06241,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7,5/5/2010 7:34,33.26993,-3.97117,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7,12/5/2010 6:27,33.14584,-4.08143,10P99Q,33.14252,-4.08178,1
P02-1,33.100,-3.968,P02-1M05,7/5/2013 6:28,33.10032,-3.96787,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3M05,7/5/2013 6:57,33.1196,-4.00794,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8M30,8/5/2013 5:57,33.20322,-4.04595,D19M30,33.20376,-4.05167,1
P09-8,33.285,-3.976,P09-8M14,8/5/2013 6:39,33.2847,-3.97555,NULL,NULL,NULL,1
P12-5,33.317,-3.864,P12-5M30,9/5/2013 5:34,33.31686,-3.86446,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3M14,9/5/2013 6:32,33.14457,-3.99379,NULL,NULL,NULL,1
P03-4,33.160,-4.007,P03-4M14,9/5/2013 6:52,33.16034,-4.00692,NULL,NULL,NULL,1
P05-1,33.167,-3.891,P05-1M25,14/05/2013 05:16:00,33.16659,-3.89133,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1M06,15/05/2013 05:00:00,33.10036,-3.96788,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7M20,22/05/2013 05:48:00,33.26992,-3.97117,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4M14,16/05/2013 06:20:00,33.25192,-3.89309,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9,20/05/2010 00:00:00,33.21895,-4.06241,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1,24/05/2010 05:06:00,33.19586,-3.87636,NULL,NULL,NULL,1
P11-4,33.295,-3.882,P11-4,26/05/2010 07:25:00,33.29457,-3.88211,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,31/05/2010 06:50:00,33.16954,-3.91237,NULL,NULL,NULL,1
P08-6,33.255,-3.958,P08-6,3/6/2010 5:34,33.25544,-3.9577,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1J,24/01/2012 07:04:00,33.11466,-3.96078,NULL,NULL,NULL,1
P04-3,33.156,-3.955,P04-3U,26/01/2012 07:57:00,33.15567,-3.95464,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8BA,1/2/2012 8:01,33.28422,-3.97562,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8U,2/2/2012 7:18,33.30266,-3.94778,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3CC,8/2/2012 7:23,33.2166,-3.91157,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01C AZ,10/2/2012 7:13,33.28569,-3.82544,NULL,NULL,NULL,1
P03-4,33.160,-4.007,P03-4LC,10/2/2012 8:19,33.16036,-4.00696,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1D,14/02/2012 06:56:00,33.19599,-3.876,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03CM04,17/02/2012 08:22:00,33.26458,-3.88215,NULL,NULL,NULL,1
P13-3,33.326,-3.782,P13-3,21/02/2012 07:57:00,33.3264,-3.78209,NULL,NULL,NULL,1
P03-1,33.115,-3.961,P03-1M17,22/02/2012 06:54:00,33.11467,-3.96077,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2M23,23/02/2012 07:09:00,33.23379,-3.85594,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7M26,23/02/2012 08:19:00,33.25448,-3.99265,NULL,NULL,NULL,1
P06-5,33.209,-3.964,P06-5M23,24/03/2012 06:20:00,33.20913,-3.96433,L10M23,33.20119,-3.96517,1
P06-5,33.209,-3.964,P06-5M23,24/03/2012 06:20:00,33.20913,-3.96433,D32M23,33.2082,-3.96943,1
P06-5,33.209,-3.964,P06-5M23,24/03/2012 06:20:00,33.20913,-3.96433,D31M23,33.20845,-3.96301,1
P07-3,33.217,-3.912,P07-3M04,27/03/2012 06:16:00,33.21662,-3.9116,NULL,NULL,NULL,1
P10-6,33.291,-3.930,P10-6M26,31/03/2012 06:15:00,33.29088,-3.93008,D29M26,33.28874,-3.92289,1
P05-4,33.176,-3.959,P05-4M20,31/03/2012 06:18:00,33.17586,-3.95856,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03-DM23,2/4/2012 7:44,33.19309,-3.9939,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5M17,7/4/2012 6:03,33.26153,-3.912,D06M17,33.26117,-3.90965,1
P07-2,33.210,-3.890,P07-2M23,17/04/2012 06:28:00,33.21034,-3.88956,D68M23,33.22004,-3.89483,1
P07-2,33.210,-3.890,P07-2M23,17/04/2012 06:28:00,33.21034,-3.88956,D67M23,33.21532,-3.89691,1
P07-2,33.210,-3.890,P07-2M23,17/04/2012 06:28:00,33.21034,-3.88956,L19M23,33.21608,-3.87821,1
P12-1,33.291,-3.783,P12-1M25,21/04/2012 05:44:00,33.29142,-3.78332,NULL,NULL,NULL,1
P10-4,33.281,-3.888,P10-4M30,21/04/2012 06:03:00,33.28102,-3.8876,L01M30,33.28528,-3.89125,1
P06-7,33.230,-4.005,P06-7M03,26/04/2012 06:43:00,33.23016,-4.00448,NULL,NULL,NULL,1
P11-2,33.269,-3.846,P11-2M03,2/5/2012 5:24,33.26882,-3.84608,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3M03,3/5/2012 6:06,33.11966,-4.00806,NULL,NULL,NULL,1
P02-4,33.133,-4.024,P02-4M03,3/5/2012 6:28,33.13311,-4.02374,NULL,NULL,NULL,1
P02-6,33.149,-4.063,P02-6M03,3/5/2012 7:12,33.14838,-4.06547,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5M04,4/5/2012 6:19,33.18114,-3.97944,D24M04,33.17401,-3.98055,1
P06-8,33.242,-4.022,P06-8M23,10/5/2012 7:09,33.242,-4.02249,NULL,NULL,NULL,1
P04-D,33.194,-3.962,P04-DM17,12/5/2012 5:28,33.19363,-3.9616,NULL,NULL,NULL,1
P08-C,33.207,-3.982,P08-CM17,12/5/2012 6:32,33.20715,-3.98208,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5M14,18/04/2015 06:11:00,33.26153,-3.91201,D32M14,33.26721,-3.92398,1
P13-4,33.334,-3.801,P13-4M17,21/04/2015 05:52:00,33.33415,-3.80137,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2M11,23/04/2015 06:40:00,33.32241,-3.7731,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5M20,24/04/2015 05:51:00,33.18114,-3.97948,NULL,NULL,NULL,1
P11-5,33.304,-3.905,P11-5M11,24/04/2015 06:06:00,33.30401,-3.90552,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03D-M20,24/04/2015 06:11:00,33.19307,-3.99382,NULL,NULL,NULL,1
P07-3,33.217,-3.912,P07-3M26,17/05/2012 05:57:00,33.21668,-3.91157,NULL,NULL,NULL,1
P06-2,33.198,-3.898,P06-2M04,18/05/2012 05:26:00,33.19826,-3.89798,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4M04,18/05/2012 06:02:00,33.20558,-3.94084,NULL,NULL,NULL,1
P06-D,33.330,-3.834,P06DM11,26/05/2012 06:14:00,33.3302,-3.8338,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4BM05,26/05/2012 06:21:00,33.18057,-4.0761,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7M04,30/05/2012 06:39:00,33.25444,-3.99271,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9M30,2/6/2012 6:02,33.23582,-4.03155,NULL,NULL,NULL,1
P11-3,33.281,-3.863,P11-3,10/3/2009 18:22,33.28109,-3.86344,R006,33.28196,-3.86899,1
P09-3,33.243,-3.875,P09-3,11/3/2009 18:00,33.24265,-3.87467,09P39M,33.23916,-3.8778,1
P04-4,33.166,-3.973,P04-4,12/3/2009 17:30,33.16576,-3.97293,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5,12/3/2009 17:50,33.17586,-3.9908,09P10N,33.17797,-4.00895,1
P03-5,33.176,-4.021,P03-5,13/03/2009 07:18:00,33.1755,-4.02089,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01C,18/03/2009 06:38:00,33.28568,-3.82545,47,33.29582,-3.82971,1
P08-7,33.270,-3.971,P08-7,2/3/2005 9:30,33.26993,-3.97117,05P12N,33.2667,-3.96877,1
P06-5,33.209,-3.964,P06-5,26/03/2005 00:00:00,33.20911,-3.96433,NULL,NULL,NULL,1
P12-1,33.291,-3.783,P12-1,25/03/2009 06:23:00,33.29143,-3.78331,NULL,NULL,NULL,1
P02-6,33.149,-4.063,P02-6,26/03/2009 07:00:00,33.14915,-4.06303,NULL,NULL,NULL,1
P08-1,33.204,-3.864,P08-1,1/4/2009 6:18,33.20401,-3.86441,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7,1/4/2009 7:43,33.25453,-3.99276,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6M11,6/5/2015 5:30,33.22109,-3.9853,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7M11,6/5/2015 5:47,33.23022,-4.00462,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9M11,6/5/2015 6:28,33.23568,-4.03136,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4M11,7/5/2015 5:36,33.20562,-3.94087,NULL,NULL,NULL,1
P09-6,33.271,-3.931,P09-6,7/4/2009 7:34,33.27127,-3.93145,NULL,NULL,NULL,1
P02-1,33.100,-3.968,P02-1,15/04/2009 05:58:00,33.10033,-3.96792,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2M11,8/5/2015 5:22,33.21652,-3.88284,D11M11,33.22012,-3.89426,1
P12-6,33.323,-3.884,P12-6M30,13/05/2015 06:11:00,33.32314,-3.88448,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3,15/04/2009 06:45:00,33.11964,-4.008,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5,23/04/2009 06:07:00,33.26152,-3.91198,A009,33.26083,-3.90518,1
P12-4,33.310,-3.846,P12-4,24/04/2009 06:08:00,33.30964,-3.84591,NULL,NULL,NULL,1
P12-5,33.317,-3.864,P12-5,24/04/2009 06:44:00,33.31687,-3.86446,NULL,NULL,NULL,1
